Country Name,Country Code,Series Name,Series Code,1980 [YR1980],2000 [YR2000],2010 [YR2010],2022 [YR2022]
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.449052171671,1.76017376022224,3.79375496828149,3.91454097653912
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,6.07321747957957,12.5505383459308,5.31709602984485
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,-0.576939114349187,..
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.60345693517291,-1.69999841605511,2.95467242212241,16.1248510230403
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.38904788022778,5.7733624584817,3.18595865407703,2.08377520852903
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.57874525990584,3.92366922704063,1.94943762312663,2.5623935644647
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.4849012603717,3.24541101308193,-2.4660641898174,..
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.55293715765217,-1.88296639760897,7.08988731455126,3.03694186075849
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.27007960556354,5.50000021632955,5.90833580968288,4.92372750986459
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.57626627640045,1.83834106614221,6.24948776787187,10.1087199365244
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.40882863572145,2.91250296366708,4.17988249873657,1.78520820964427
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.471695943172108,3.70000008164408,7.89971194051621,3.23970626334574
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.67713081672936,3.91977071728951,-5.47821774237963,5.9137083094686
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.67600626732286,7.10159688181619,1.73582505889665,..
